"name","pokedex_number","generation","no_in_generation","percentage_in_generation","abilities","type1","type2","weight_kg","is_legendary","Hp","attack","sp_attack","defense","sp_defense","speed","base_total","base_egg_steps","base_happiness","capture_rate","experience_growth","height_m","percentage_male","base_experience","egg_cycles","can_evolve","evolves_from","evolves_to","evolution_stages","shape","color","egg_groups"
"Vibrava",329,3,78,0.5777777777777777,"['Levitate']","ground","dragon",15.3,false,50,70,50,50,50,70,340,5120,70,"120","Medium Slow",1.1,50,119,20,true,"Trapinch","['Flygon']",2,"Bug-Wings","Green","['bug','dragon']"
"Flygon",330,3,79,0.5851851851851851,"['Levitate']","ground","dragon",82,false,80,100,80,80,80,100,520,5120,70,"45","Medium Slow",2,50,234,20,false,"Vibrava","[]",2,"Wings","Green","['bug','dragon']"
"Cacnea",331,3,80,0.5925925925925926,"['Sand Veil', 'Water Absorb']","grass",\N,51.3,false,50,85,85,40,40,35,335,5120,35,"190","Medium Slow",0.4,50,67,20,true,\N,"['Cacturne']",1,"Humanoid","Green","['grass','human-like']"
"Cacturne",332,3,81,0.6,"['Sand Veil', 'Water Absorb']","grass","dark",77.4,false,70,115,115,60,60,55,475,5120,35,"60","Medium Slow",1.3,50,166,20,false,"Cacnea","[]",1,"Humanoid","Green","['grass','human-like']"
"Swablu",333,3,82,0.6074074074074074,"['Natural Cure', 'Cloud Nine']","normal","flying",1.2,false,45,40,40,60,75,50,310,5120,70,"255","Erratic",0.4,50,62,20,true,\N,"['Altaria']",1,"Wings","Blue","['flying','dragon']"
"Altaria",334,3,83,0.6148148148148148,"['Natural Cure', 'Cloud Nine']","dragon","flying",20.6,false,75,70,70,90,105,80,490,5120,70,"45","Erratic",1.1,50,172,20,false,"Swablu","[]",1,"Wings","Blue","['flying','dragon']"
"Zangoose",335,3,84,0.6222222222222222,"['Immunity', 'Toxic Boost']","normal",\N,40.3,false,73,115,60,60,60,90,458,5120,70,"90","Erratic",1.3,50,160,20,false,\N,"[]",0,"Upright","White","['field']"
"Seviper",336,3,85,0.6296296296296297,"['Shed Skin', 'Infiltrator']","poison",\N,52.5,false,73,100,100,60,60,65,458,5120,70,"90","Fluctuating",2.7,50,160,20,false,\N,"[]",0,"Squiggle","Black","['field','dragon']"
"Lunatone",337,3,86,0.6370370370370371,"['Levitate']","rock","psychic",168,false,90,55,95,65,85,70,460,6400,70,"45","Fast",1,\N,161,25,false,\N,"[]",0,"Ball","Yellow","['mineral']"
"Solrock",338,3,87,0.6444444444444445,"['Levitate']","rock","psychic",154,false,90,95,55,85,65,70,460,6400,70,"45","Fast",1.2,\N,161,25,false,\N,"[]",0,"Ball","Red","['mineral']"
"Barboach",339,3,88,0.6518518518518519,"['Oblivious', 'Anticipation', 'Hydration']","water","ground",1.9,false,50,48,46,43,41,60,288,5120,70,"190","Medium Fast",0.4,50,58,20,true,\N,"['Whiscash']",1,"Fish","Gray","['water 2']"
"Whiscash",340,3,89,0.6592592592592592,"['Oblivious', 'Anticipation', 'Hydration']","water","ground",23.6,false,110,78,76,73,71,60,468,5120,70,"75","Medium Fast",0.9,50,164,20,false,"Barboach","[]",1,"Fish","Blue","['water 2']"
"Corphish",341,3,90,0.6666666666666666,"['Hyper Cutter', 'Shell Armor', 'Adaptability']","water",\N,11.5,false,43,80,50,65,35,35,308,3840,70,"205","Fluctuating",0.6,50,62,15,true,\N,"['Crawdaunt']",1,"Armor","Red","['water 1','water 3']"
"Crawdaunt",342,3,91,0.674074074074074,"['Hyper Cutter', 'Shell Armor', 'Adaptability']","water","dark",32.8,false,63,120,90,85,55,55,468,3840,70,"155","Fluctuating",1.1,50,164,15,false,"Corphish","[]",1,"Armor","Red","['water 1','water 3']"
"Baltoy",343,3,92,0.6814814814814815,"['Levitate']","ground","psychic",21.5,false,40,40,40,55,70,55,300,5120,70,"255","Medium Fast",0.5,\N,60,20,true,\N,"['Claydol']",1,"Arms","Brown","['mineral']"
"Claydol",344,3,93,0.6888888888888889,"['Levitate']","ground","psychic",108,false,60,70,70,105,120,75,500,5120,70,"90","Medium Fast",1.5,\N,175,20,false,"Baltoy","[]",1,"Arms","Black","['mineral']"
"Lileep",345,3,94,0.6962962962962963,"['Suction Cups', 'Storm Drain']","rock","grass",23.8,false,66,41,61,77,87,23,355,7680,70,"45","Erratic",1,88.1,71,30,true,\N,"['Cradily']",1,"Blob","Purple","['water 3']"
"Cradily",346,3,95,0.7037037037037037,"['Suction Cups', 'Storm Drain']","rock","grass",60.4,false,86,81,81,97,107,43,495,7680,70,"45","Erratic",1.5,88.1,173,30,false,"Lileep","[]",1,"Blob","Green","['water 3']"
"Anorith",347,3,96,0.7111111111111111,"['Battle Armor', 'Swift Swim']","rock","bug",12.5,false,45,95,40,50,50,75,355,7680,70,"45","Erratic",0.7,88.1,71,30,true,\N,"['Armaldo']",1,"Armor","Gray","['water 3']"
"Armaldo",348,3,97,0.7185185185185186,"['Battle Armor', 'Swift Swim']","rock","bug",68.2,false,75,125,70,100,80,45,495,7680,70,"45","Erratic",1.5,88.1,173,30,false,"Anorith","[]",1,"Upright","Gray","['water 3']"
"Feebas",349,3,98,0.725925925925926,"['Swift Swim', 'Oblivious', 'Adaptability']","water",\N,7.4,false,20,15,10,20,55,80,200,5120,70,"255","Erratic",0.6,50,40,20,true,\N,"['Milotic']",1,"Fish","Brown","['water 1','dragon']"
"Milotic",350,3,99,0.7333333333333333,"['Marvel Scale', 'Competitive', 'Cute Charm']","water",\N,162,false,95,60,100,79,125,81,540,5120,70,"60","Erratic",6.2,50,189,20,false,"Feebas","[]",1,"Squiggle","Pink","['water 1','dragon']"
"Castform",351,3,100,0.7407407407407407,"['Forecast']","normal",\N,0.8,false,70,70,70,70,70,70,420,6400,70,"45","Medium Fast",0.3,50,147,25,false,\N,"[]",0,"Ball","Gray","['fairy','amorphous']"
"Kecleon",352,3,101,0.7481481481481481,"['Color Change', 'Protean']","normal",\N,22,false,60,90,60,70,120,40,440,5120,70,"200","Medium Slow",1,50,154,20,false,\N,"[]",0,"Upright","Green","['field']"
"Shuppet",353,3,102,0.7555555555555555,"['Insomnia', 'Frisk', 'Cursed Body']","ghost",\N,2.3,false,44,75,63,35,33,45,295,6400,35,"225","Fast",0.6,50,59,25,true,\N,"['Banette']",1,"Ball","Black","['amorphous']"
"Banette",354,3,103,0.762962962962963,"['Insomnia', 'Frisk', 'Cursed Body']","ghost",\N,12.5,false,64,115,83,65,63,65,455,6400,35,"45","Fast",1.1,50,159,25,false,"Shuppet","[]",1,"Upright","Black","['amorphous']"
"Duskull",355,3,104,0.7703703703703704,"['Levitate', 'Frisk']","ghost",\N,15,false,20,40,30,90,90,25,295,6400,35,"190","Fast",0.8,50,59,25,true,\N,"['Dusclops']",2,"Arms","Black","['amorphous']"
"Dusclops",356,3,105,0.7777777777777778,"['Pressure', 'Frisk']","ghost",\N,30.6,false,40,70,60,130,130,25,455,6400,35,"90","Fast",1.6,50,159,25,true,"Duskull","['Dusknoir']",2,"Humanoid","Black","['amorphous']"
"Tropius",357,3,106,0.7851851851851852,"['Chlorophyll', 'Solar Power', 'Harvest']","grass","flying",100,false,99,68,72,83,87,51,460,6400,70,"200","Slow",2,50,161,25,false,\N,"[]",0,"Quadruped","Green","['monster','grass']"
"Chimecho",358,3,107,0.7925925925925926,"['Levitate']","psychic",\N,1,false,75,50,95,80,90,65,455,6400,70,"45","Fast",0.6,50,159,25,false,"Chingling","[]",1,"Arms","Blue","['amorphous']"
"Absol",359,3,108,0.8,"['Pressure', 'Super Luck', 'Justified']","dark",\N,47,false,65,130,75,60,60,75,465,6400,35,"30","Medium Slow",1.2,50,163,25,false,\N,"[]",0,"Quadruped","White","['field']"
"Wynaut",360,3,109,0.8074074074074075,"['Shadow Tag', 'Telepathy']","psychic",\N,14,false,95,23,23,48,48,23,260,5120,70,"125","Medium Fast",0.6,50,52,20,true,\N,"['Wobbuffet']",1,"Upright","Blue","['undiscovered']"
"Snorunt",361,3,110,0.8148148148148148,"['Inner Focus', 'Ice Body', 'Moody']","ice",\N,16.8,false,50,50,50,50,50,50,300,5120,70,"190","Medium Fast",0.7,50,60,20,true,\N,"['Froslass','Glalie']",1,"Humanoid","Gray","['fairy','mineral']"
"Glalie",362,3,111,0.8222222222222222,"['Inner Focus', 'Ice Body', 'Moody']","ice",\N,256.5,false,80,80,80,80,80,80,480,5120,70,"75","Medium Fast",1.5,50,168,20,false,"Snorunt","[]",1,"Ball","Gray","['fairy','mineral']"
"Spheal",363,3,112,0.8296296296296296,"['Thick Fat', 'Ice Body', 'Oblivious']","ice","water",39.5,false,70,40,55,50,50,25,290,5120,70,"255","Medium Slow",0.8,50,58,20,true,\N,"['Sealeo']",2,"Fish","Blue","['water 1','field']"
"Sealeo",364,3,113,0.837037037037037,"['Thick Fat', 'Ice Body', 'Oblivious']","ice","water",87.6,false,90,60,75,70,70,45,410,5120,70,"120","Medium Slow",1.1,50,144,20,true,"Spheal","['Walrein']",2,"Fish","Blue","['water 1','field']"
"Walrein",365,3,114,0.8444444444444444,"['Thick Fat', 'Ice Body', 'Oblivious']","ice","water",150.6,false,110,80,95,90,90,65,530,5120,70,"45","Medium Slow",1.4,50,239,20,false,"Sealeo","[]",2,"Quadruped","Blue","['water 1','field']"
"Clamperl",366,3,115,0.8518518518518519,"['Shell Armor', 'Rattled']","water",\N,52.5,false,35,64,74,85,55,32,345,5120,70,"255","Erratic",0.4,50,69,20,true,\N,"['Gorebyss','Huntail']",1,"Ball","Blue","['water 1']"
"Huntail",367,3,116,0.8592592592592593,"['Swift Swim', 'Water Veil']","water",\N,27,false,55,104,94,105,75,52,485,5120,70,"60","Erratic",1.7,50,170,20,false,"Clamperl","[]",1,"Squiggle","Blue","['water 1']"
"Gorebyss",368,3,117,0.8666666666666667,"['Swift Swim', 'Hydration']","water",\N,22.6,false,55,84,114,105,75,52,485,5120,70,"60","Erratic",1.8,50,170,20,false,"Clamperl","[]",1,"Squiggle","Pink","['water 1']"
"Relicanth",369,3,118,0.8740740740740741,"['Swift Swim', 'Rock Head', 'Sturdy']","water","rock",23.4,false,100,90,45,130,65,55,485,10240,70,"25","Slow",1,88.1,170,40,false,\N,"[]",0,"Fish","Gray","['water 1','water 2']"
"Luvdisc",370,3,119,0.8814814814814815,"['Swift Swim', 'Hydration']","water",\N,8.7,false,43,30,40,55,65,97,330,5120,70,"225","Fast",0.6,24.6,116,20,false,\N,"[]",0,"Fish","Pink","['water 2']"
"Bagon",371,3,120,0.8888888888888888,"['Rock Head', 'Sheer Force']","dragon",\N,42.1,false,45,75,40,60,30,50,300,10240,35,"45","Slow",0.6,50,60,40,true,\N,"['Shelgon']",2,"Humanoid","Blue","['dragon']"
"Shelgon",372,3,121,0.8962962962962963,"['Rock Head', 'Overcoat']","dragon",\N,110.5,false,65,95,60,100,50,50,420,10240,35,"45","Slow",1.1,50,147,40,true,"Bagon","['Salamence']",2,"Quadruped","White","['dragon']"
"Salamence",373,3,122,0.9037037037037037,"['Intimidate', 'Moxie']","dragon","flying",102.6,false,95,135,110,80,80,100,600,10240,35,"45","Slow",1.5,50,270,40,false,"Shelgon","[]",2,"Quadruped","Blue","['dragon']"
"Beldum",374,3,123,0.9111111111111111,"['Clear Body', 'Light Metal']","steel","psychic",95.2,false,40,55,35,80,60,30,300,10240,35,"3","Slow",0.6,\N,60,40,true,\N,"['Metang']",2,"Blob","Blue","['mineral']"
"Metang",375,3,124,0.9185185185185185,"['Clear Body', 'Light Metal']","steel","psychic",202.5,false,60,75,55,100,80,50,420,10240,35,"3","Slow",1.2,\N,147,40,true,"Beldum","['Metagross']",2,"Arms","Blue","['mineral']"
"Metagross",376,3,125,0.9259259259259259,"['Clear Body', 'Light Metal']","steel","psychic",550,false,80,135,95,130,90,70,600,10240,35,"3","Slow",1.6,\N,270,40,false,"Metang","[]",2,"Heads","Blue","['mineral']"
"Regirock",377,3,126,0.9333333333333333,"['Clear Body', 'Sturdy']","rock",\N,230,true,80,100,50,200,100,50,580,20480,35,"3","Slow",1.7,\N,261,80,false,\N,"[]",0,"Humanoid","Brown","['undiscovered']"
"Regice",378,3,127,0.9407407407407408,"['Clear Body', 'Ice Body']","ice",\N,175,true,80,50,100,100,200,50,580,20480,35,"3","Slow",1.8,\N,261,80,false,\N,"[]",0,"Humanoid","Blue","['undiscovered']"
"Registeel",379,3,128,0.9481481481481482,"['Clear Body', 'Light Metal']","steel",\N,205,true,80,75,75,150,150,50,580,20480,35,"3","Slow",1.9,\N,261,80,false,\N,"[]",0,"Humanoid","Gray","['undiscovered']"
"Latias",380,3,129,0.9555555555555556,"['Levitate']","dragon","psychic",40,true,80,80,110,90,130,110,600,30720,90,"3","Slow",1.4,0,270,120,false,\N,"[]",0,"Wings","Red","['undiscovered']"
"Latios",381,3,130,0.9629629629629629,"['Levitate']","dragon","psychic",60,true,80,90,130,80,110,110,600,30720,90,"3","Slow",2,100,270,120,false,\N,"[]",0,"Wings","Blue","['undiscovered']"
"Kyogre",382,3,131,0.9703703703703703,"['Drizzle']","water",\N,352,true,100,100,150,90,140,90,670,30720,0,"3","Slow",4.5,\N,302,120,false,\N,"[]",0,"Fish","Blue","['undiscovered']"
"Groudon",383,3,132,0.9777777777777777,"['Drought']","ground",\N,950,true,100,150,100,140,90,90,670,30720,0,"3","Slow",3.5,\N,302,120,false,\N,"[]",0,"Upright","Red","['undiscovered']"
"Rayquaza",384,3,133,0.9851851851851852,"['Air Lock']","dragon","flying",206.5,true,105,150,150,90,90,95,680,30720,0,"45","Slow",7,\N,306,120,false,\N,"[]",0,"Squiggle","Green","['undiscovered']"
"Jirachi",385,3,134,0.9925925925925926,"['Serene Grace']","steel","psychic",1.1,true,100,100,100,100,100,100,600,30720,100,"3","Slow",0.3,\N,270,120,false,\N,"[]",0,"Humanoid","Yellow","['undiscovered']"
"Deoxys",386,3,135,1,"['Pressure']","psychic",\N,60.8,true,50,150,150,50,50,150,600,30720,0,"3","Slow",1.7,\N,270,120,false,\N,"[]",0,"Humanoid","Red","['undiscovered']"
"Turtwig",387,4,1,0.009345794392523364,"['Overgrow', 'Shell Armor']","grass",\N,10.2,false,55,68,45,64,55,31,318,5120,70,"45","Medium Slow",0.4,88.1,64,20,true,\N,"['Grotle']",2,"Quadruped","Green","['monster','grass']"
"Grotle",388,4,2,0.018691588785046728,"['Overgrow', 'Shell Armor']","grass",\N,97,false,75,89,55,85,65,36,405,5120,70,"45","Medium Slow",1.1,88.1,142,20,true,"Turtwig","['Torterra']",2,"Quadruped","Green","['monster','grass']"
"Torterra",389,4,3,0.028037383177570093,"['Overgrow', 'Shell Armor']","grass","ground",310,false,95,109,75,105,85,56,525,5120,70,"45","Medium Slow",2.2,88.1,236,20,false,"Grotle","[]",2,"Quadruped","Green","['monster','grass']"
"Chimchar",390,4,4,0.037383177570093455,"['Blaze', 'Iron Fist']","fire",\N,6.2,false,44,58,58,44,44,61,309,5120,70,"45","Medium Slow",0.5,88.1,62,20,true,\N,"['Monferno']",2,"Upright","Brown","['field','human-like']"
"Monferno",391,4,5,0.04672897196261682,"['Blaze', 'Iron Fist']","fire","fighting",22,false,64,78,78,52,52,81,405,5120,70,"45","Medium Slow",0.9,88.1,142,20,true,"Chimchar","['Infernape']",2,"Upright","Brown","['field','human-like']"
"Infernape",392,4,6,0.056074766355140186,"['Blaze', 'Iron Fist']","fire","fighting",55,false,76,104,104,71,71,108,534,5120,70,"45","Medium Slow",1.2,88.1,240,20,false,"Monferno","[]",2,"Upright","Brown","['field','human-like']"
"Piplup",393,4,7,0.06542056074766354,"['Torrent', 'Defiant']","water",\N,5.2,false,53,51,61,53,56,40,314,5120,70,"45","Medium Slow",0.4,88.1,63,20,true,\N,"['Prinplup']",2,"Humanoid","Blue","['water 1','field']"
"Prinplup",394,4,8,0.07476635514018691,"['Torrent', 'Defiant']","water",\N,23,false,64,66,81,68,76,50,405,5120,70,"45","Medium Slow",0.8,88.1,142,20,true,"Piplup","['Empoleon']",2,"Upright","Blue","['water 1','field']"
"Empoleon",395,4,9,0.08411214953271028,"['Torrent', 'Defiant']","water","steel",84.5,false,84,86,111,88,101,60,530,5120,70,"45","Medium Slow",1.7,88.1,239,20,false,"Prinplup","[]",2,"Upright","Blue","['water 1','field']"
"Starly",396,4,10,0.09345794392523364,"['Keen Eye', 'Reckless']","normal","flying",2,false,40,55,30,30,30,60,245,3840,70,"255","Medium Slow",0.3,50,49,15,true,\N,"['Staravia']",2,"Wings","Brown","['flying']"
"Staravia",397,4,11,0.102803738317757,"['Intimidate', 'Reckless']","normal","flying",15.5,false,55,75,40,50,40,80,340,3840,70,"120","Medium Slow",0.6,50,119,15,true,"Starly","['Staraptor']",2,"Wings","Brown","['flying']"
"Staraptor",398,4,12,0.11214953271028037,"['Intimidate', 'Reckless']","normal","flying",24.9,false,85,120,50,70,60,100,485,3840,70,"45","Medium Slow",1.2,50,218,15,false,"Staravia","[]",2,"Wings","Brown","['flying']"
"Bidoof",399,4,13,0.12149532710280374,"['Simple', 'Unaware', 'Moody']","normal",\N,20,false,59,45,35,40,40,31,250,3840,70,"255","Medium Fast",0.5,50,50,15,true,\N,"['Bibarel']",1,"Quadruped","Brown","['water 1','field']"
"Bibarel",400,4,14,0.1308411214953271,"['Simple', 'Unaware', 'Moody']","normal","water",31.5,false,79,85,55,60,60,71,410,3840,70,"127","Medium Fast",1,50,144,15,false,"Bidoof","[]",1,"Upright","Brown","['water 1','field']"
"Kricketot",401,4,15,0.14018691588785046,"['Shed Skin', 'Run Away']","bug",\N,2.2,false,37,25,25,41,41,25,194,3840,70,"255","Medium Slow",0.3,50,39,15,true,\N,"['Kricketune']",1,"Humanoid","Red","['bug']"
"Kricketune",402,4,16,0.14953271028037382,"['Swarm', 'Technician']","bug",\N,25.5,false,77,85,55,51,51,65,384,3840,70,"45","Medium Slow",1,50,134,15,false,"Kricketot","[]",1,"Bug-Wings","Red","['bug']"
"Shinx",403,4,17,0.1588785046728972,"['Rivalry', 'Intimidate', 'Guts']","electric",\N,9.5,false,45,65,40,34,34,45,263,5120,70,"235","Medium Slow",0.5,50,53,20,true,\N,"['Luxio']",2,"Quadruped","Blue","['field']"
"Luxio",404,4,18,0.16822429906542055,"['Rivalry', 'Intimidate', 'Guts']","electric",\N,30.5,false,60,85,60,49,49,60,363,5120,100,"120","Medium Slow",0.9,50,127,20,true,"Shinx","['Luxray']",2,"Quadruped","Blue","['field']"
"Luxray",405,4,19,0.17757009345794392,"['Rivalry', 'Intimidate', 'Guts']","electric",\N,42,false,80,120,95,79,79,70,523,5120,70,"45","Medium Slow",1.4,50,235,20,false,"Luxio","[]",2,"Quadruped","Blue","['field']"
"Budew",406,4,20,0.18691588785046728,"['Natural Cure', 'Poison Point', 'Leaf Guard']","grass","poison",1.2,false,40,30,50,35,70,55,280,5120,70,"255","Medium Slow",0.2,50,56,20,true,\N,"['Roselia']",2,"Humanoid","Green","['undiscovered']"
"Roserade",407,4,21,0.19626168224299065,"['Natural Cure', 'Poison Point', 'Technician']","grass","poison",14.5,false,60,70,125,65,105,90,515,5120,70,"75","Medium Slow",0.9,50,232,20,false,"Roselia","[]",2,"Humanoid","Green","['fairy','grass']"
"Cranidos",408,4,22,0.205607476635514,"['Mold Breaker', 'Sheer Force']","rock",\N,31.5,false,67,125,30,40,30,58,350,7680,70,"45","Erratic",0.9,88.1,70,30,true,\N,"['Rampardos']",1,"Upright","Blue","['monster']"
"Rampardos",409,4,23,0.21495327102803738,"['Mold Breaker', 'Sheer Force']","rock",\N,102.5,false,97,165,65,60,50,58,495,7680,70,"45","Erratic",1.6,88.1,173,30,false,"Cranidos","[]",1,"Upright","Blue","['monster']"
"Shieldon",410,4,24,0.22429906542056074,"['Sturdy', 'Soundproof']","rock","steel",57,false,30,42,42,118,88,30,350,7680,70,"45","Erratic",0.5,88.1,70,30,true,\N,"['Bastiodon']",1,"Quadruped","Gray","['monster']"
"Bastiodon",411,4,25,0.2336448598130841,"['Sturdy', 'Soundproof']","rock","steel",149.5,false,60,52,47,168,138,30,495,7680,70,"45","Erratic",1.3,88.1,173,30,false,"Shieldon","[]",1,"Quadruped","Gray","['monster']"
"Burmy",412,4,26,0.24299065420560748,"['Shed Skin', 'Overcoat']","bug",\N,3.4,false,40,29,29,45,45,36,224,3840,70,"120","Medium Fast",0.2,50,45,15,true,\N,"['Mothim','Wormadam']",1,"Blob","Green","['bug']"
"Wormadam",413,4,27,0.2523364485981308,"['Anticipation', 'Overcoat']","bug","grass",6.5,false,60,59,79,85,105,36,424,3840,70,"45","Medium Fast",0.5,0,148,15,false,"Burmy","[]",1,"Blob","Green","['bug']"
"Mothim",414,4,28,0.2616822429906542,"['Swarm', 'Tinted Lens']","bug","flying",23.3,false,70,94,94,50,50,66,424,3840,70,"45","Medium Fast",0.9,100,148,15,false,"Burmy","[]",1,"Bug-Wings","Yellow","['bug']"
"Combee",415,4,29,0.27102803738317754,"['Honey Gather', 'Hustle']","bug","flying",5.5,false,30,30,30,42,42,70,244,3840,70,"120","Medium Slow",0.3,88.1,49,15,true,\N,"['Vespiquen']",1,"Heads","Yellow","['bug']"
"Vespiquen",416,4,30,0.2803738317757009,"['Pressure', 'Unnerve']","bug","flying",38.5,false,70,80,80,102,102,40,474,3840,70,"45","Medium Slow",1.2,0,166,15,false,"Combee","[]",1,"Bug-Wings","Yellow","['bug']"
"Pachirisu",417,4,31,0.2897196261682243,"['Run Away', 'Pickup', 'Volt Absorb']","electric",\N,3.9,false,60,45,45,70,90,95,405,2560,100,"200","Medium Fast",0.4,50,142,10,false,\N,"[]",0,"Quadruped","White","['field','fairy']"
"Buizel",418,4,32,0.29906542056074764,"['Swift Swim', 'Water Veil']","water",\N,29.5,false,55,65,60,35,30,85,330,5120,70,"190","Medium Fast",0.7,50,66,20,true,\N,"['Floatzel']",1,"Quadruped","Brown","['water 1','field']"
"Floatzel",419,4,33,0.308411214953271,"['Swift Swim', 'Water Veil']","water",\N,33.5,false,85,105,85,55,50,115,495,5120,70,"75","Medium Fast",1.1,50,173,20,false,"Buizel","[]",1,"Quadruped","Brown","['water 1','field']"
"Cherubi",420,4,34,0.3177570093457944,"['Chlorophyll']","grass",\N,3.3,false,45,35,62,45,53,35,275,5120,70,"190","Medium Fast",0.4,50,55,20,true,\N,"['Cherrim']",1,"Heads","Pink","['fairy','grass']"
"Cherrim",421,4,35,0.32710280373831774,"['Flower Gift']","grass",\N,9.3,false,70,60,87,70,78,85,450,5120,70,"75","Medium Fast",0.5,50,158,20,false,"Cherubi","[]",1,"Legs","Purple","['fairy','grass']"
"Shellos",422,4,36,0.3364485981308411,"['Sticky Hold', 'Storm Drain', 'Sand Force']","water",\N,6.3,false,76,48,57,48,62,34,325,5120,70,"190","Medium Fast",0.3,50,65,20,true,\N,"['Gastrodon']",1,"Squiggle","Purple","['water 1','amorphous']"
"Gastrodon",423,4,37,0.34579439252336447,"['Sticky Hold', 'Storm Drain', 'Sand Force']","water","ground",29.9,false,111,83,92,68,82,39,475,5120,70,"75","Medium Fast",0.9,50,166,20,false,"Shellos","[]",1,"Squiggle","Purple","['water 1','amorphous']"
"Ambipom",424,4,38,0.35514018691588783,"['Technician', 'Pickup', 'Skill Link']","normal",\N,20.3,false,75,100,60,66,66,115,482,5120,100,"45","Fast",1.2,50,169,20,false,"Aipom","[]",1,"Upright","Purple","['field']"
"Drifloon",425,4,39,0.3644859813084112,"['Aftermath', 'Unburden', 'Flare Boost']","ghost","flying",1.2,false,90,50,60,34,44,70,348,7680,70,"125","Fluctuating",0.4,50,70,30,true,\N,"['Drifblim']",1,"Arms","Purple","['amorphous']"
"Drifblim",426,4,40,0.37383177570093457,"['Aftermath', 'Unburden', 'Flare Boost']","ghost","flying",15,false,150,80,90,44,54,80,498,7680,70,"60","Fluctuating",1.2,50,174,30,false,"Drifloon","[]",1,"Arms","Purple","['amorphous']"
"Buneary",427,4,41,0.38317757009345793,"['Run Away', 'Klutz', 'Limber']","normal",\N,5.5,false,55,66,44,44,56,85,350,5120,0,"190","Medium Fast",0.4,50,70,20,true,\N,"['Lopunny']",1,"Upright","Brown","['field','human-like']"
"Lopunny",428,4,42,0.3925233644859813,"['Cute Charm', 'Klutz', 'Limber']","normal",\N,33.3,false,65,76,54,84,96,105,480,5120,140,"60","Medium Fast",1.2,50,168,20,false,"Buneary","[]",1,"Upright","Brown","['field','human-like']"
"Mismagius",429,4,43,0.40186915887850466,"['Levitate']","ghost",\N,4.4,false,60,60,105,60,105,105,495,6400,35,"45","Fast",0.9,50,173,25,false,"Misdreavus","[]",1,"Ball","Purple","['amorphous']"
"Honchkrow",430,4,44,0.411214953271028,"['Insomnia', 'Super Luck', 'Moxie']","dark","flying",27.3,false,100,125,105,52,52,71,505,5120,35,"30","Medium Slow",0.9,50,177,20,false,"Murkrow","[]",1,"Wings","Black","['flying']"
"Glameow",431,4,45,0.4205607476635514,"['Limber', 'Own Tempo', 'Keen Eye']","normal",\N,3.9,false,49,55,42,42,37,85,310,5120,70,"190","Fast",0.5,24.6,62,20,true,\N,"['Purugly']",1,"Quadruped","Gray","['field']"
"Purugly",432,4,46,0.42990654205607476,"['Thick Fat', 'Own Tempo', 'Defiant']","normal",\N,43.8,false,71,82,64,64,59,112,452,5120,70,"75","Fast",1,24.6,158,20,false,"Glameow","[]",1,"Quadruped","Gray","['field']"
"Chingling",433,4,47,0.4392523364485981,"['Levitate']","psychic",\N,0.6,false,45,30,65,50,50,45,285,6400,70,"120","Fast",0.2,50,57,25,true,\N,"['Chimecho']",1,"Humanoid","Yellow","['undiscovered']"
"Stunky",434,4,48,0.4485981308411215,"['Stench', 'Aftermath', 'Keen Eye']","poison","dark",19.2,false,63,63,41,47,41,74,329,5120,70,"225","Medium Fast",0.4,50,66,20,true,\N,"['Skuntank']",1,"Quadruped","Purple","['field']"
"Skuntank",435,4,49,0.45794392523364486,"['Stench', 'Aftermath', 'Keen Eye']","poison","dark",38,false,103,93,71,67,61,84,479,5120,70,"60","Medium Fast",1,50,168,20,false,"Stunky","[]",1,"Quadruped","Purple","['field']"
"Bronzor",436,4,50,0.4672897196261682,"['Levitate', 'Heatproof', 'Heavy Metal']","steel","psychic",60.5,false,57,24,24,86,86,23,300,5120,70,"255","Medium Fast",0.5,\N,60,20,true,\N,"['Bronzong']",1,"Ball","Green","['mineral']"
"Bronzong",437,4,51,0.4766355140186916,"['Levitate', 'Heatproof', 'Heavy Metal']","steel","psychic",187,false,67,89,79,116,116,33,500,5120,70,"90","Medium Fast",1.3,\N,175,20,false,"Bronzor","[]",1,"Arms","Green","['mineral']"
"Bonsly",438,4,52,0.48598130841121495,"['Sturdy', 'Rock Head', 'Rattled']","rock",\N,15,false,50,80,10,95,45,10,290,5120,70,"255","Medium Fast",0.5,50,58,20,true,\N,"['Sudowoodo']",1,"Legs","Brown","['undiscovered']"
"Mime Jr.",439,4,53,0.4953271028037383,"['Soundproof', 'Filter', 'Technician']","psychic","fairy",13,false,20,25,70,45,90,60,310,6400,70,"145","Medium Fast",0.6,50,62,25,false,\N,"['Mr. Mime']",1,"Humanoid","Pink","['undiscovered']"
"Happiny",440,4,54,0.5046728971962616,"['Natural Cure', 'Serene Grace', 'Friend Guard']","normal",\N,24.4,false,100,5,15,5,65,30,220,10240,140,"130","Fast",0.6,0,110,40,true,\N,"['Chansey']",2,"Humanoid","Pink","['undiscovered']"
"Chatot",441,4,55,0.514018691588785,"['Keen Eye', 'Tangled Feet', 'Big Pecks']","normal","flying",1.9,false,76,65,92,45,42,91,411,5120,35,"30","Medium Slow",0.5,50,144,20,false,\N,"[]",0,"Wings","Black","['flying']"
